run_id,stage,round_id,seed,scene_id,difficulty,planner,ablation_mode,success,time_ms,path_len,collision_checks,iters_used,goal_reached_iter,cuda_enabled,device_name,alpha_final,bridge_usage_ratio,failure_type,max_iters,sample_source_counts,alpha_trace,alpha_trace_stats,bridge_candidate_stats,leaf_plan_batches,cpu_gpu_consistency,image_path
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_10_1776756114920,MATRIX,0,10,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,199.8548080009641,1.2684702866980033,214,79,78,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.09298998569384836,0.0,,700,"{""goal"": 4, ""bridge"": 0, ""uniform"": 75}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247, 0.05722460658082976, 0.05841678588459704, 0.05960896518836434, 0.06080114449213162, 0.061993323795898905, 0.0631855030996662, 0.06437768240343349, 0.06556986170720076, 0.06676204101096805, 0.06795422031473533, 0.06914639961850264, 0.07033857892226991, 0.0715307582260372, 0.07272293752980448, 0.07391511683357178, 0.07510729613733906, 0.07629947544110635, 0.07749165474487363, 0.07868383404864092, 0.07987601335240821, 0.08106819265617549, 0.08226037195994278, 0.08345255126371007, 0.08464473056747736, 0.08583690987124463, 0.08702908917501193, 0.08822126847877922, 0.0894134477825465, 0.09060562708631378, 0.09179780639008107, 0.09298998569384836]","{""alpha_min"": 0.0, ""alpha_mean"": 0.046494992846924176, ""alpha_max"": 0.09298998569384836}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_10.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_11_1776756115193,MATRIX,0,11,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,108.79305700655095,1.2401519845052371,99,50,49,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.05841678588459704,0.0,,700,"{""goal"": 7, ""bridge"": 0, ""uniform"": 43}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247, 0.05722460658082976, 0.05841678588459704]","{""alpha_min"": 0.0, ""alpha_mean"": 0.029208392942298524, ""alpha_max"": 0.05841678588459704}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_11.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_12_1776756115977,MATRIX,0,12,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,97.07980300299823,1.267632305950982,76,38,37,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.04411063423938961,0.0,,700,"{""goal"": 3, ""bridge"": 0, ""uniform"": 35}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961]","{""alpha_min"": 0.0, ""alpha_mean"": 0.022055317119694804, ""alpha_max"": 0.04411063423938961}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0038461538461538464, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_12.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_13_1776756118111,MATRIX,0,13,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,181.38958100462332,1.2515358071752127,135,56,55,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.06556986170720076,0.0,,700,"{""goal"": 3, ""bridge"": 0, ""uniform"": 53}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247, 0.05722460658082976, 0.05841678588459704, 0.05960896518836434, 0.06080114449213162, 0.061993323795898905, 0.0631855030996662, 0.06437768240343349, 0.06556986170720076]","{""alpha_min"": 0.0, ""alpha_mean"": 0.03278493085360038, ""alpha_max"": 0.06556986170720076}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_13.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_14_1776756119524,MATRIX,0,14,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,95.12159200676251,1.2204885650490145,68,33,32,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.038149737720553176,0.0,,700,"{""goal"": 4, ""bridge"": 0, ""uniform"": 29}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176]","{""alpha_min"": 0.0, ""alpha_mean"": 0.019074868860276588, ""alpha_max"": 0.038149737720553176}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.007692307692307693, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_14.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_15_1776756122278,MATRIX,0,15,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,265.1003280043369,1.2283159168625881,189,76,75,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.0894134477825465,0.0,,700,"{""goal"": 5, ""bridge"": 0, ""uniform"": 71}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247, 0.05722460658082976, 0.05841678588459704, 0.05960896518836434, 0.06080114449213162, 0.061993323795898905, 0.0631855030996662, 0.06437768240343349, 0.06556986170720076, 0.06676204101096805, 0.06795422031473533, 0.06914639961850264, 0.07033857892226991, 0.0715307582260372, 0.07272293752980448, 0.07391511683357178, 0.07510729613733906, 0.07629947544110635, 0.07749165474487363, 0.07868383404864092, 0.07987601335240821, 0.08106819265617549, 0.08226037195994278, 0.08345255126371007, 0.08464473056747736, 0.08583690987124463, 0.08702908917501193, 0.08822126847877922, 0.0894134477825465]","{""alpha_min"": 0.0, ""alpha_mean"": 0.044706723891273246, ""alpha_max"": 0.0894134477825465}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_15.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_16_1776756125128,MATRIX,0,16,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,193.94709799962584,1.2350843050416889,160,75,74,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.08822126847877922,0.0,,700,"{""goal"": 6, ""bridge"": 0, ""uniform"": 69}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247, 0.05722460658082976, 0.05841678588459704, 0.05960896518836434, 0.06080114449213162, 0.061993323795898905, 0.0631855030996662, 0.06437768240343349, 0.06556986170720076, 0.06676204101096805, 0.06795422031473533, 0.06914639961850264, 0.07033857892226991, 0.0715307582260372, 0.07272293752980448, 0.07391511683357178, 0.07510729613733906, 0.07629947544110635, 0.07749165474487363, 0.07868383404864092, 0.07987601335240821, 0.08106819265617549, 0.08226037195994278, 0.08345255126371007, 0.08464473056747736, 0.08583690987124463, 0.08702908917501193, 0.08822126847877922]","{""alpha_min"": 0.0, ""alpha_mean"": 0.0441106342393896, ""alpha_max"": 0.08822126847877922}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0038461538461538464, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_16.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_17_1776756126857,MATRIX,0,17,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,138.72956100385636,1.2969621492649122,116,48,47,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.05603242727706247,0.0,,700,"{""goal"": 2, ""bridge"": 0, ""uniform"": 46}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247]","{""alpha_min"": 0.0, ""alpha_mean"": 0.02801621363853124, ""alpha_max"": 0.05603242727706247}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_17.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_18_1776756128155,MATRIX,0,18,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,123.42326900397893,1.2572455987693825,99,46,45,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.0536480686695279,0.0,,700,"{""goal"": 4, ""bridge"": 0, ""uniform"": 42}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279]","{""alpha_min"": 0.0, ""alpha_mean"": 0.026824034334763946, ""alpha_max"": 0.0536480686695279}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_18.png
MATRIX_cci_bridge_rrt_2d_simple_cci_bridge_19_1776756128901,MATRIX,0,19,2d_simple,simple,cci_bridge_rrt,cci_bridge,True,117.31566199159715,1.2967004783808351,90,49,48,True,NVIDIA GeForce RTX 4060 Laptop GPU,0.05722460658082976,0.0,,700,"{""goal"": 3, ""bridge"": 0, ""uniform"": 46}","[0.0, 0.0011921793037672867, 0.0023843586075345735, 0.00357653791130186, 0.004768717215069147, 0.005960896518836433, 0.00715307582260372, 0.008345255126371007, 0.009537434430138294, 0.01072961373390558, 0.011921793037672867, 0.013113972341440154, 0.01430615164520744, 0.015498330948974726, 0.016690510252742013, 0.0178826895565093, 0.019074868860276588, 0.02026704816404387, 0.02145922746781116, 0.022651406771578446, 0.023843586075345733, 0.02503576537911302, 0.026227944682880307, 0.027420123986647595, 0.02861230329041488, 0.02980448259418217, 0.030996661897949453, 0.03218884120171674, 0.03338102050548403, 0.03457319980925132, 0.0357653791130186, 0.03695755841678589, 0.038149737720553176, 0.03934191702432046, 0.04053409632808774, 0.041726275631855034, 0.04291845493562232, 0.04411063423938961, 0.04530281354315689, 0.04649499284692418, 0.047687172150691466, 0.04887935145445876, 0.05007153075822604, 0.05126371006199333, 0.052455889365760615, 0.0536480686695279, 0.05484024797329519, 0.05603242727706247, 0.05722460658082976]","{""alpha_min"": 0.0, ""alpha_mean"": 0.028612303290414882, ""alpha_max"": 0.05722460658082976}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.0, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_simple/cci_bridge_rrt/cci_bridge_seed_19.png
MATRIX_rrt_3d_complex_baseline_0_1776756132275,MATRIX,0,0,3d_complex,complex,rrt,baseline,False,1334.7393869917141,2.2853886333282256,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 51, ""bridge"": 0, ""uniform"": 649}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_0.png
MATRIX_rrt_3d_complex_baseline_1_1776756135358,MATRIX,0,1,3d_complex,complex,rrt,baseline,False,1384.584098996129,2.0431489107398724,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 61, ""bridge"": 0, ""uniform"": 639}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_1.png
MATRIX_rrt_3d_complex_baseline_2_1776756137914,MATRIX,0,2,3d_complex,complex,rrt,baseline,False,1391.9651370088104,1.8705137643972194,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 62, ""bridge"": 0, ""uniform"": 638}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_2.png
MATRIX_rrt_3d_complex_baseline_3_1776756139633,MATRIX,0,3,3d_complex,complex,rrt,baseline,False,1456.6534320038045,2.2551909411063416,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 58, ""bridge"": 0, ""uniform"": 642}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_3.png
MATRIX_rrt_3d_complex_baseline_4_1776756142257,MATRIX,0,4,3d_complex,complex,rrt,baseline,False,1460.7923090079566,2.036139255446477,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 64, ""bridge"": 0, ""uniform"": 636}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_4.png
MATRIX_rrt_3d_complex_baseline_5_1776756144228,MATRIX,0,5,3d_complex,complex,rrt,baseline,False,1721.105795004405,1.9658613926632085,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 59, ""bridge"": 0, ""uniform"": 641}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_5.png
MATRIX_rrt_3d_complex_baseline_6_1776756145773,MATRIX,0,6,3d_complex,complex,rrt,baseline,False,1332.4398129916517,1.990568480115126,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 49, ""bridge"": 0, ""uniform"": 651}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_6.png
MATRIX_rrt_3d_complex_baseline_7_1776756147639,MATRIX,0,7,3d_complex,complex,rrt,baseline,False,1355.3568110073684,2.216351438979357,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 53, ""bridge"": 0, ""uniform"": 647}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_7.png
MATRIX_rrt_3d_complex_baseline_8_1776756150403,MATRIX,0,8,3d_complex,complex,rrt,baseline,False,1361.6531870065955,2.232477006041751,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 62, ""bridge"": 0, ""uniform"": 638}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_8.png
MATRIX_rrt_3d_complex_baseline_9_1776756152169,MATRIX,0,9,3d_complex,complex,rrt,baseline,False,1531.6263790009543,2.303250905684209,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 32, ""bridge"": 0, ""uniform"": 668}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_9.png
MATRIX_rrt_3d_complex_baseline_10_1776756153980,MATRIX,0,10,3d_complex,complex,rrt,baseline,False,1563.26118799916,2.3460394006736878,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 66, ""bridge"": 0, ""uniform"": 634}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_10.png
MATRIX_rrt_3d_complex_baseline_11_1776756155672,MATRIX,0,11,3d_complex,complex,rrt,baseline,False,1483.699838994653,2.3127911743580167,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 50, ""bridge"": 0, ""uniform"": 650}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_11.png
MATRIX_rrt_3d_complex_baseline_12_1776756157256,MATRIX,0,12,3d_complex,complex,rrt,baseline,False,1324.8638259974541,2.4546608414458158,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 61, ""bridge"": 0, ""uniform"": 639}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_12.png
MATRIX_rrt_3d_complex_baseline_13_1776756158569,MATRIX,0,13,3d_complex,complex,rrt,baseline,True,927.6989360078005,3.0459359463398425,415,414,413,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 40, ""bridge"": 0, ""uniform"": 374}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_13.png
MATRIX_rrt_3d_complex_baseline_14_1776756160603,MATRIX,0,14,3d_complex,complex,rrt,baseline,False,1402.280280002742,1.6695170088000766,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 51, ""bridge"": 0, ""uniform"": 649}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_14.png
MATRIX_rrt_3d_complex_baseline_15_1776756163231,MATRIX,0,15,3d_complex,complex,rrt,baseline,False,1466.7786600039108,2.24,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 59, ""bridge"": 0, ""uniform"": 641}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_15.png
MATRIX_rrt_3d_complex_baseline_16_1776756165552,MATRIX,0,16,3d_complex,complex,rrt,baseline,True,990.9016789897578,2.3833046802493536,482,481,480,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 40, ""bridge"": 0, ""uniform"": 441}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_16.png
MATRIX_rrt_3d_complex_baseline_17_1776756167872,MATRIX,0,17,3d_complex,complex,rrt,baseline,False,1428.5924509895267,2.753240393534264,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 47, ""bridge"": 0, ""uniform"": 653}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_17.png
MATRIX_rrt_3d_complex_baseline_18_1776756169472,MATRIX,0,18,3d_complex,complex,rrt,baseline,False,1396.316612008377,2.6400000000000006,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 60, ""bridge"": 0, ""uniform"": 640}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_18.png
MATRIX_rrt_3d_complex_baseline_19_1776756171060,MATRIX,0,19,3d_complex,complex,rrt,baseline,False,1332.2692679939792,2.463203386959174,700,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 62, ""bridge"": 0, ""uniform"": 638}",[1.0],"{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}",{},0.0,True,images/3d_complex/rrt/baseline_seed_19.png
