run_id,stage,round_id,seed,scene_id,difficulty,planner,ablation_mode,success,time_ms,path_len,collision_checks,iters_used,goal_reached_iter,cuda_enabled,device_name,alpha_final,bridge_usage_ratio,failure_type,max_iters,sample_source_counts,alpha_trace,alpha_trace_stats,bridge_candidate_stats,leaf_plan_batches,cpu_gpu_consistency,image_path
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_1_1776755596191,MATRIX,0,1,2d_complex,complex,cci_bridge_rrt,bridge_only,True,2453.5989129944937,1.57989488077534,1284,515,514,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 51, ""bridge"": 0, ""uniform"": 464}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.03461538461538462, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_1.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_2_1776755597700,MATRIX,0,2,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1352.105705998838,1.6097274922835751,646,338,337,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 27, ""bridge"": 0, ""uniform"": 311}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.03076923076923077, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_2.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_3_1776755600419,MATRIX,0,3,2d_complex,complex,cci_bridge_rrt,bridge_only,False,2608.662293991074,1.2786588025080037,1491,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,timeout,700,"{""goal"": 58, ""bridge"": 0, ""uniform"": 642}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.026923076923076925, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_3.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_4_1776755601770,MATRIX,0,4,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1217.5635790044907,1.603174249200283,672,301,300,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 11, ""bridge"": 0, ""uniform"": 290}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.03461538461538462, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_4.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_5_1776755604063,MATRIX,0,5,2d_complex,complex,cci_bridge_rrt,bridge_only,False,2160.247193009127,1.274620888877473,1197,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.18,timeout,700,"{""goal"": 84, ""bridge"": 126, ""uniform"": 490}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 1.0, ""candidate_density"": 0.0038461538461538464, ""corner_false_positive_rate"": 0.023076923076923078, ""cluster_total"": 1.0, ""cluster_validity"": 1.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_5.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_6_1776755605918,MATRIX,0,6,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1734.8745689960197,1.6021435388765386,1035,555,554,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.21441441441441442,,700,"{""goal"": 41, ""bridge"": 119, ""uniform"": 395}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 1.0, ""candidate_density"": 0.0038461538461538464, ""corner_false_positive_rate"": 0.011538461538461539, ""cluster_total"": 1.0, ""cluster_validity"": 1.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_6.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_7_1776755608640,MATRIX,0,7,2d_complex,complex,cci_bridge_rrt,bridge_only,False,2608.114155998919,1.2741091266960107,1466,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.20857142857142857,timeout,700,"{""goal"": 44, ""bridge"": 146, ""uniform"": 510}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 1.0, ""candidate_density"": 0.0038461538461538464, ""corner_false_positive_rate"": 0.05, ""cluster_total"": 1.0, ""cluster_validity"": 1.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_7.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_8_1776755609791,MATRIX,0,8,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1038.63499299041,1.5866235094241363,661,330,329,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 31, ""bridge"": 0, ""uniform"": 299}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.026923076923076925, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_8.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_9_1776755610988,MATRIX,0,9,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1079.0271610021591,1.6112537061305738,690,307,306,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 17, ""bridge"": 0, ""uniform"": 290}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.06538461538461539, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_9.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_10_1776755613575,MATRIX,0,10,2d_complex,complex,cci_bridge_rrt,bridge_only,False,2477.45696498896,1.2664359797576252,1441,700,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.20142857142857143,timeout,700,"{""goal"": 58, ""bridge"": 141, ""uniform"": 501}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 1.0, ""candidate_density"": 0.0038461538461538464, ""corner_false_positive_rate"": 0.046153846153846156, ""cluster_total"": 1.0, ""cluster_validity"": 1.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_10.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_11_1776755615117,MATRIX,0,11,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1357.7404640091117,1.603120368201272,869,461,460,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.2039045553145336,,700,"{""goal"": 40, ""bridge"": 94, ""uniform"": 327}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 1.0, ""candidate_density"": 0.0038461538461538464, ""corner_false_positive_rate"": 0.03461538461538462, ""cluster_total"": 1.0, ""cluster_validity"": 1.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_11.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_12_1776755617256,MATRIX,0,12,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1995.5729190114653,1.599029545541203,1117,474,473,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 45, ""bridge"": 0, ""uniform"": 429}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.019230769230769232, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_12.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_13_1776755618807,MATRIX,0,13,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1392.2208940057317,1.5911313680667611,768,424,423,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.2028301886792453,,700,"{""goal"": 35, ""bridge"": 86, ""uniform"": 303}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 1.0, ""candidate_density"": 0.0038461538461538464, ""corner_false_positive_rate"": 0.05, ""cluster_total"": 1.0, ""cluster_validity"": 1.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_13.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_14_1776755621327,MATRIX,0,14,2d_complex,complex,cci_bridge_rrt,bridge_only,True,2395.5518750008196,1.6191627847107612,1381,474,473,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 35, ""bridge"": 0, ""uniform"": 439}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.03461538461538462, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_14.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_15_1776755624251,MATRIX,0,15,2d_complex,complex,cci_bridge_rrt,bridge_only,False,2801.476303007803,1.282712022174421,1554,661,-1,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,collision_stuck,700,"{""goal"": 49, ""bridge"": 0, ""uniform"": 611}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.023076923076923078, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_15.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_16_1776755626067,MATRIX,0,16,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1673.0802829988534,1.6083992370244464,989,472,471,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 34, ""bridge"": 0, ""uniform"": 438}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.03076923076923077, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_16.png
MATRIX_cci_bridge_rrt_2d_complex_bridge_only_17_1776755627399,MATRIX,0,17,2d_complex,complex,cci_bridge_rrt,bridge_only,True,1187.7338850026717,1.5850368015995202,651,317,316,True,NVIDIA GeForce RTX 4060 Laptop GPU,1.0,0.0,,700,"{""goal"": 23, ""bridge"": 0, ""uniform"": 294}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{""alpha_min"": 1.0, ""alpha_mean"": 1.0, ""alpha_max"": 1.0}","{""total_trials"": 260.0, ""accepted_candidates"": 0.0, ""candidate_density"": 0.0, ""corner_false_positive_rate"": 0.03076923076923077, ""cluster_total"": 0.0, ""cluster_validity"": 0.0}",0.0,True,images/2d_complex/cci_bridge_rrt/bridge_only_seed_17.png
